decade,year,artists,name,genres,duration_ms,artist_song,release_date,valence,acousticness,danceability,energy,explicit,instrumentalness,key,liveness,loudness,mode,popularity,speechiness,tempo,id
1960,1967,The Beatles,Lucy In The Sky With Diamonds - Remix,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",207680,The Beatles - Lucy In The Sky With Diamonds - Remix,24618,0.432,0.101,0.331,0.521,0,0,11,0.154,-6.221,0,47,0.0379,132.537,2iIRl5jf9beA2ExZWzn2nt
1960,1967,The Beatles,Lucy In The Sky With Diamonds - Remix,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",207680,The Beatles - Lucy In The Sky With Diamonds - Remix,24624,0.423,0.0907,0.318,0.53,0,0,2,0.145,-6.521,1,45,0.0369,137.423,5od7xyJpszivAXNkBc5SL8
1990,1996,The Beatles,While My Guitar Gently Weeps - Anthology 3 Version,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",207560,The Beatles - While My Guitar Gently Weeps - Anthology 3 Version,35366,0.211,0.863,0.592,0.0871,0,0.00000484,5,0.0636,-17.016,1,44,0.0382,122.708,6EUaGREjo3DA7ADpqzvXVQ
1960,1967,The Beatles,Lucy In The Sky With Diamonds,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",207333,The Beatles - Lucy In The Sky With Diamonds,24618,0.357,0.138,0.269,0.365,0,0,2,0.0904,-11.12,1,28,0.0401,190.968,10pNLTLW8QHp0FbhjA0ejS
1960,1969,The Beatles,Oh! Darling - Remastered 2009,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",207240,The Beatles - Oh! Darling - Remastered 2009,25472,0.549,0.0126,0.422,0.656,0,0.0279,4,0.268,-8.412,1,67,0.0397,173.93,2mxByJWOajjiVsLWjNXvDJ
1960,1969,The Beatles,Oh! Darling - 2019 Mix,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",207147,The Beatles - Oh! Darling - 2019 Mix,25472,0.514,0.0344,0.437,0.669,0,0.00395,4,0.347,-6.524,1,50,0.0395,173.67,0vCuYbvaN9wd8dA0LZ40i7
1960,1967,The Beatles,She's Leaving Home - Remix,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",205840,The Beatles - She's Leaving Home - Remix,24624,0.251,0.879,0.372,0.32,0,0,0,0.108,-9.724,1,41,0.0315,130.97,3mjQT6aE0mvrffreC9OvWa
1960,1967,The Beatles,She's Leaving Home - Remix,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",205840,The Beatles - She's Leaving Home - Remix,24618,0.217,0.881,0.376,0.319,0,0,0,0.124,-9.573,1,39,0.031,132.105,4Ggjly9D6YlPfywZOViMaG
1960,1967,The Beatles,She's Leaving Home,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",205467,The Beatles - She's Leaving Home,24618,0.399,0.95,0.355,0.186,0,0,0,0.0915,-13.385,1,30,0.0325,131.36,7BgUsF8L4cMhtBlPzo8den
1970,1973,The Beatles,Revolution - Remastered 2009,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",205293,The Beatles - Revolution - Remastered 2009,26756,0.71,0.0734,0.407,0.834,0,0.00021,6,0.241,-9.224,1,66,0.208,121.38,3UDmHZcBTQp8Iu8droNtUl
1980,1988,The Beatles,Revolution - Remastered 2009,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",204560,The Beatles - Revolution - Remastered 2009,32209,0.708,0.0888,0.417,0.825,0,0.000358,1,0.23,-9.539,1,38,0.176,121.054,4qh4lu4xf4r3ZkBoyeajuc
1960,1969,The Beatles,Only A Northern Song - Remastered 2009,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",204493,The Beatles - Only A Northern Song - Remastered 2009,25220,0.801,0.000341,0.175,0.731,0,0.000751,9,0.0846,-8.341,1,42,0.0705,209.242,4phXWLTSlC1BEogSWhJMDD
1970,1973,The Beatles,Old Brown Shoe - Remastered 2009,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",201133,The Beatles - Old Brown Shoe - Remastered 2009,26756,0.449,0.00173,0.526,0.786,0,0.000756,1,0.103,-9.824,1,40,0.0952,142.875,5WWclQRAdad9CwLV6rd8hX
1960,1965,The Beatles,You Won't See Me - Remastered 2009,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",199960,The Beatles - You Won't See Me - Remastered 2009,24079,0.473,0.136,0.488,0.539,0,0,9,0.0538,-8.752,1,59,0.0304,115.941,4LLBKnNCrSRrSjSTuiwjE9
1960,1967,The Beatles,Strawberry Fields Forever - Take 26,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",199813,The Beatles - Strawberry Fields Forever - Take 26,24624,0.335,0.219,0.444,0.734,0,0.000303,0,0.335,-9.825,1,30,0.17,110.629,0je32DnbaZ3DzrT6pVia8x
1990,1996,The Beatles,Something - Anthology 3 Version,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",198960,The Beatles - Something - Anthology 3 Version,35366,0.169,0.977,0.444,0.204,0,0.00163,9,0.0964,-12.049,1,39,0.0286,140.289,1CDC3DToJYG3957RqVlJMD
1960,1967,The Beatles,Strawberry Fields Forever - Take 26,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",198853,The Beatles - Strawberry Fields Forever - Take 26,24618,0.342,0.219,0.448,0.855,0,0.000455,0,0.34,-6.197,1,31,0.184,110.792,7FtyTMUpyHr8sur6DLiTHD
1980,1988,The Beatles,Old Brown Shoe - Remastered 2009,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",198653,The Beatles - Old Brown Shoe - Remastered 2009,32209,0.396,0.00171,0.529,0.781,0,0.000864,1,0.179,-9.662,1,33,0.0933,142.849,7vMCInGW1N1uTFC1LoklEM
1960,1967,The Beatles,Strawberry Fields Forever - Take 7,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",196880,The Beatles - Strawberry Fields Forever - Take 7,24624,0.357,0.746,0.36,0.428,0,0.0000352,5,0.116,-10.374,1,32,0.266,179.328,1iVxrYU3WOaApanKwWcQqB
1960,1967,The Beatles,Strawberry Fields Forever - Take 7,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",196747,The Beatles - Strawberry Fields Forever - Take 7,24618,0.346,0.754,0.369,0.402,0,0.0000996,9,0.115,-10.841,0,33,0.243,178.787,2EiX1YuNGYn4AeMKwfrZdF
1960,1967,The Beatles,With A Little Help From My Friends - Take 1 / False Start And Take 2 / Instrumental,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",196520,The Beatles - With A Little Help From My Friends - Take 1 / False Start And Take 2 / Instrumental,24624,0.385,0.253,0.912,0.607,0,0.464,6,0.152,-7.957,0,32,0.122,111.363,2gtkJPo38dvr8JqOd1hExc
1960,1968,The Beatles,Sexy Sadie - Remastered 2009,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",195267,The Beatles - Sexy Sadie - Remastered 2009,25164,0.671,0.33,0.577,0.624,0,0.00622,0,0.117,-9.626,1,52,0.0285,75.478,2tBv9tAdqEbLNDi5smSjbg
1960,1967,The Beatles,With A Little Help From My Friends - Take 1 / False Start And Take 2 / Instrumental,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",194973,The Beatles - With A Little Help From My Friends - Take 1 / False Start And Take 2 / Instrumental,24618,0.356,0.254,0.915,0.51,0,0.479,6,0.138,-10.896,0,26,0.121,111.378,2gawXn44H4l6M5rUT26uZC
1960,1968,The Beatles,The Continuing Story Of Bungalow Bill - Remastered 2009,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",194160,The Beatles - The Continuing Story Of Bungalow Bill - Remastered 2009,25164,0.648,0.224,0.621,0.459,0,0,0,0.656,-10.414,1,51,0.104,114.816,5Z3Rd1fMcaty8g5Pn7yhBQ
1960,1968,The Beatles,Good Night - Remastered 2009,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",193760,The Beatles - Good Night - Remastered 2009,25164,0.178,0.865,0.146,0.355,0,0.835,7,0.114,-14.583,1,49,0.0352,146.408,3T4Kt51PV4k8tx6YCtBgcl
1970,1973,The Beatles,"Ob-La-Di, Ob-La-Da - Remastered 2009","beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",191387,"The Beatles - Ob-La-Di, Ob-La-Da - Remastered 2009",26756,0.977,0.223,0.821,0.72,0,0.0418,10,0.266,-8.696,1,41,0.0318,113.073,3danaswvdD7sSz1ERKNfxh
1960,1969,The Beatles,Hey Bulldog - Remastered 2009,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",191307,The Beatles - Hey Bulldog - Remastered 2009,25220,0.947,0.0197,0.587,0.617,0,0.639,7,0.199,-9.164,1,51,0.028,100.495,5xYC2ZJJ9TMJL8BOl85O2R
1970,1973,The Beatles,Ticket To Ride - Remastered 2009,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",191160,The Beatles - Ticket To Ride - Remastered 2009,26755,0.734,0.0387,0.523,0.846,0,0,9,0.16,-6.655,1,39,0.0683,123.391,55RzZKWf4ICmLH4ulzkXNG
2000,2000,The Beatles,Ticket To Ride - Remastered 2015,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",190120,The Beatles - Ticket To Ride - Remastered 2015,36843,0.801,0.0638,0.554,0.904,0,0,4,0.259,-6.319,0,55,0.0536,123.443,7nhrlsT1P4qsslp28UA1BI
1960,1965,The Beatles,Ticket To Ride - Remastered 2009,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",189680,The Beatles - Ticket To Ride - Remastered 2009,23960,0.749,0.0457,0.519,0.85,0,0,9,0.233,-6.777,1,65,0.0678,123.419,7CZiDzGVjUssMSOXrDNYHL
1970,1970,The Beatles,Get Back - Remastered 2009,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",189387,The Beatles - Get Back - Remastered 2009,25696,0.332,0.492,0.761,0.592,0,0.00626,2,0.61,-9.836,1,64,0.0586,123.095,4MLBqAEzNN89o2M9h92Z26
1960,1968,The Beatles,"Ob-La-Di, Ob-La-Da - Remastered 2009","beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",188960,"The Beatles - Ob-La-Di, Ob-La-Da - Remastered 2009",25164,0.975,0.232,0.818,0.728,0,0.0642,10,0.251,-8.331,1,71,0.0314,113.059,1gFNm7cXfG1vSMcxPpSxec
1960,1967,The Beatles,Being For The Benefit Of Mr. Kite! - Speech From Before Take 1 / Take 4 And Speech At End,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",188320,The Beatles - Being For The Benefit Of Mr. Kite! - Speech From Before Take 1 / Take 4 And Speech At End,24618,0.527,0.495,0.602,0.302,0,0.0000061,0,0.233,-14.663,1,26,0.0606,111.935,01zDLN3daHhDgsJhqY9QRn
1970,1973,The Beatles,Here Comes The Sun - Remastered 2009,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",187373,The Beatles - Here Comes The Sun - Remastered 2009,26756,0.371,0.0362,0.557,0.519,0,0.00126,9,0.105,-11.164,1,40,0.0357,129.157,5bIEpKwEFgJzB7U3gFaeKm
1960,1967,The Beatles,Being For The Benefit Of Mr. Kite! - Take 4,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",187213,The Beatles - Being For The Benefit Of Mr. Kite! - Take 4,24624,0.507,0.452,0.592,0.387,0,0.00000523,0,0.391,-11.451,1,29,0.0561,111.097,5Fo2uGHAErsDwiIOo4wcjS
1960,1968,The Beatles,"Long, Long, Long - Remastered 2009","beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",186307,"The Beatles - Long, Long, Long - Remastered 2009",25164,0.163,0.539,0.349,0.129,0,0.405,5,0.192,-15.883,1,50,0.0294,104.837,40d2EcaOOCUjDzzo2YvUWn
1960,1969,The Beatles,Here Comes The Sun - Remastered 2009,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",185733,The Beatles - Here Comes The Sun - Remastered 2009,25472,0.394,0.0339,0.557,0.54,0,0.00248,9,0.179,-10.484,1,82,0.0347,129.171,6dGnYIeXmHdcikdzNNDMm2
1960,1967,The Beatles,Lovely Rita - Speech And Take 9,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",185013,The Beatles - Lovely Rita - Speech And Take 9,24618,0.653,0.384,0.671,0.645,0,0,4,0.382,-9.214,1,26,0.04,90.553,2PplbC8NQBWvFLSTzJUmAS
1960,1967,The Beatles,Lovely Rita - Speech And Take 9,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",184360,The Beatles - Lovely Rita - Speech And Take 9,24624,0.68,0.287,0.472,0.711,0,0,4,0.377,-6.874,1,28,0.0561,180.847,3RHJClIsYoZaUxt6O26GMd
1970,1973,The Beatles,Something - Remastered 2009,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",183800,The Beatles - Something - Remastered 2009,26756,0.42,0.206,0.392,0.334,0,0.00000177,0,0.111,-11.074,1,39,0.0292,133.606,4ALYlZ5CAqScpssy9pFfDx
1980,1988,The Beatles,She's A Woman - Remastered 2009,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",182880,The Beatles - She's A Woman - Remastered 2009,32209,0.961,0.367,0.72,0.513,0,0.000364,9,0.0677,-9.217,1,42,0.0317,88.628,6vsb1bU8oW7iqtjH2GeEaS
1960,1969,The Beatles,Something - Remastered 2009,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",182293,The Beatles - Something - Remastered 2009,25472,0.377,0.198,0.396,0.338,0,0.00000262,0,0.138,-10.872,1,71,0.0304,133.522,0pNeVovbiZHkulpGeOx1Gj
1960,1969,The Beatles,Something - 2019 Mix,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",182227,The Beatles - Something - 2019 Mix,25472,0.458,0.0958,0.416,0.385,0,0.00000524,0,0.228,-9.388,1,34,0.0279,133.298,7rGFf32JWLmbV4c9uYUfRW
1960,1968,The Beatles,Cry Baby Cry - Remastered 2009,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",182080,The Beatles - Cry Baby Cry - Remastered 2009,25164,0.362,0.115,0.517,0.529,0,0.00396,9,0.174,-11.851,0,50,0.0323,76.644,5XmetMMUFNXClbiYnGdVmP
1960,1967,The Beatles,Penny Lane,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",182053,The Beatles - Penny Lane,24618,0.647,0.411,0.633,0.385,0,0.0000872,9,0.095,-9.967,1,51,0.0358,113.956,1sjmKmR4u9xDeJHjDCn2bZ
1970,1973,The Beatles,Penny Lane - Remastered 2009,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",181600,The Beatles - Penny Lane - Remastered 2009,26756,0.503,0.219,0.649,0.456,0,0.0235,11,0.134,-8.998,1,42,0.0309,113.069,5dfvhl9mJqgMVLNm3LAMnG
2000,2000,The Beatles,Something - Remastered 2015,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",181413,The Beatles - Something - Remastered 2015,36843,0.466,0.302,0.449,0.375,0,0.00000241,0,0.144,-9.329,1,54,0.0286,133.845,7mzNk14FElnA5DOKQyBrM0
1960,1967,The Beatles,Penny Lane - Capitol Records Mono US Promo Mix,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",181360,The Beatles - Penny Lane - Capitol Records Mono US Promo Mix,24618,0.731,0.679,0.586,0.388,0,0.00135,9,0.0955,-10.103,1,23,0.0385,112.717,6xDuyujIZ828DxAfFTNbD0
1960,1963,The Beatles,You Really Got A Hold On Me - Remastered 2009,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",181347,The Beatles - You Really Got A Hold On Me - Remastered 2009,23337,0.687,0.525,0.373,0.388,0,0,9,0.267,-9.31,1,58,0.0337,77.643,7rgUYidQh5tH0YlXCoKaYJ
1980,1988,The Beatles,Rain - Remastered 2009,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",181320,The Beatles - Rain - Remastered 2009,32209,0.541,2.82E-05,0.234,0.693,0,0.899,0,0.442,-8.277,1,50,0.0408,106.933,48TNLcToLs8DWkdj5vYdiW
1960,1967,The Beatles,"Baby, You're A Rich Man - Remastered 2009","beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",181307,"The Beatles - Baby, You're A Rich Man - Remastered 2009",24803,0.467,0.0119,0.619,0.625,0,0.00000105,7,0.152,-9.635,1,58,0.036,96.751,0JBvtprXP2Z0LP3jmzA7Xp
1960,1967,The Beatles,When I'm Sixty-Four - Take 2,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",181160,The Beatles - When I'm Sixty-Four - Take 2,24618,0.434,0.32,0.816,0.218,0,0,7,0.0846,-12.286,1,30,0.159,132.619,7jREybynLwTN2T91oUWqyG
1970,1973,The Beatles,The Ballad Of John And Yoko - Remastered 2009,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",181067,The Beatles - The Ballad Of John And Yoko - Remastered 2009,26756,0.956,0.0053,0.654,0.862,0,0.0000451,4,0.0955,-8.437,1,42,0.0316,135.117,0iwo02NoGqyooxs81iEkz3
1960,1967,The Beatles,Penny Lane - Remastered 2009,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",180893,The Beatles - Penny Lane - Remastered 2009,24803,0.49,0.212,0.651,0.488,0,0.026,9,0.136,-8.22,1,66,0.0316,113.038,1h04XMpzGzmAudoI6VHBgA
1960,1967,The Beatles,Penny Lane - Stereo Mix 2017,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",180693,The Beatles - Penny Lane - Stereo Mix 2017,24618,0.627,0.0644,0.617,0.577,0,0.00157,9,0.106,-5.71,1,40,0.0388,112.921,7k1gXoiBTddulMBVlKuJIs
2000,2000,The Beatles,Penny Lane - Remastered 2015,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",180520,The Beatles - Penny Lane - Remastered 2015,36843,0.55,0.0964,0.679,0.592,0,0.0138,9,0.16,-5.963,1,56,0.0402,113.265,7afyyi8zn4FzWbcJ70F56V
1960,1966,The Beatles,I'm Only Sleeping - Remastered 2009,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",180320,The Beatles - I'm Only Sleeping - Remastered 2009,24324,0.698,0.21,0.494,0.47,0,0,8,0.28,-9.599,0,61,0.0301,103.477,2ylCrFiBu98SC0vFfaCent
1970,1973,The Beatles,The Fool On The Hill - Remastered 2009,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",180253,The Beatles - The Fool On The Hill - Remastered 2009,26756,0.557,0.919,0.443,0.222,0,0.00000366,4,0.0588,-12.263,0,40,0.0316,71.747,5dPAjN5CBjPHZrbYVHxsoE
1960,1967,The Beatles,Strawberry Fields Forever - Take 4,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",180120,The Beatles - Strawberry Fields Forever - Take 4,24618,0.314,0.696,0.527,0.339,0,0.00000448,10,0.139,-12.166,1,31,0.054,90.754,4FgtZpOWK3f03CZrKfUPNa
1980,1988,The Beatles,The Ballad Of John And Yoko - Remastered 2009,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",179853,The Beatles - The Ballad Of John And Yoko - Remastered 2009,32209,0.938,0.00561,0.656,0.865,0,0.000104,4,0.0853,-8.241,1,37,0.0311,135.183,6r7JAngkBzKGDKRUzLgY2U
1960,1966,The Beatles,Love You To - Remastered 2009,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",179827,The Beatles - Love You To - Remastered 2009,24324,0.707,0.7,0.391,0.593,0,0.000249,5,0.0829,-8.999,1,52,0.0413,123.986,4RdJFhfLQcezwN5LsXl4qP
1960,1966,The Beatles,Tomorrow Never Knows - Remastered 2009,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",179547,The Beatles - Tomorrow Never Knows - Remastered 2009,24324,0.0534,0.000084,0.38,0.829,0,0.00208,5,0.342,-6.105,1,57,0.0405,125.887,00oZhqZIQfL9P5CjOP6JsO
2000,2000,The Beatles,The Ballad Of John And Yoko - Remastered 2015,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",179480,The Beatles - The Ballad Of John And Yoko - Remastered 2015,36843,0.962,0.00465,0.651,0.892,0,0.00000285,4,0.127,-6.551,1,57,0.0313,135.309,1F7s27lLKshLPt9TPCgMDL
1960,1967,The Beatles,Fixing A Hole - Take 1,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",179360,The Beatles - Fixing A Hole - Take 1,24618,0.632,0.177,0.572,0.409,0,2.87E-05,5,0.0721,-12.432,0,24,0.048,114.662,3zguk1999hbwYTMDpsVYoo
1960,1967,The Beatles,Penny Lane - Stereo Mix 2017,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",179147,The Beatles - Penny Lane - Stereo Mix 2017,24624,0.641,0.0369,0.624,0.536,0,0.0028,9,0.108,-7.617,1,42,0.042,112.931,57YeN4L1zAYvnIlLwL3hp6
1960,1967,The Beatles,The Fool On The Hill - Remastered 2009,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",179107,The Beatles - The Fool On The Hill - Remastered 2009,24803,0.49,0.913,0.356,0.26,0,0.0000021,4,0.105,-10.577,0,57,0.0314,144.184,6rHh8urosEFRI67xVa6fzU
1960,1967,The Beatles,When I'm Sixty-Four - Take 2,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",178653,The Beatles - When I'm Sixty-Four - Take 2,24624,0.426,0.218,0.815,0.237,0,0,7,0.0814,-11.932,1,29,0.162,132.627,5UOd4rjE1TYeEQrQRTQHKv
1960,1964,The Beatles,Honey Don't - Remastered 2009,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",177427,The Beatles - Honey Don't - Remastered 2009,23715,0.735,0.473,0.629,0.545,0,0.0000508,4,0.0854,-11.466,1,43,0.0348,162.438,2d7GP7Fz1NrfPpo7MzWZgb
1960,1963,The Beatles,Anna (Go To Him) - Remastered 2009,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",177133,The Beatles - Anna (Go To Him) - Remastered 2009,23092,0.835,0.635,0.608,0.565,0,0,2,0.0601,-11.06,1,60,0.0336,109.286,2baEFuU0gQon0hgVRioI1o
1980,1988,The Beatles,Slow Down - Remastered 2009,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",176853,The Beatles - Slow Down - Remastered 2009,32209,0.839,0.707,0.494,0.799,0,0.00000464,0,0.314,-7.327,1,36,0.0628,168.618,2x7vw79tKsW99s8sbyuvPM
1960,1967,The Beatles,Penny Lane - Take 6 / Instrumental,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",176707,The Beatles - Penny Lane - Take 6 / Instrumental,24624,0.144,0.69,0.897,0.516,0,0.737,0,0.125,-8.867,1,27,0.0883,120.735,4A8PQVuWGPWc8qp33aJX2U
1960,1968,The Beatles,Julia - Remastered 2009,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",176667,The Beatles - Julia - Remastered 2009,25164,0.193,0.828,0.512,0.0953,0,0.000268,2,0.117,-16.082,1,55,0.0304,134.706,5FnpXVgDOk2sLT58qM22Of
1960,1965,The Beatles,Dizzy Miss Lizzy - Remastered 2009,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",176507,The Beatles - Dizzy Miss Lizzy - Remastered 2009,23960,0.918,0.116,0.373,0.934,0,0.00445,9,0.0962,-6.753,1,48,0.0591,136.037,70Dohn82wv6VtxGesqRzbZ
1960,1967,The Beatles,Penny Lane - Take 6 / Instrumental,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",175547,The Beatles - Penny Lane - Take 6 / Instrumental,24618,0.135,0.667,0.901,0.548,0,0.837,0,0.161,-6.808,1,28,0.0996,120.775,2ac3duEVpfrlgx4FGoPvxA
1960,1968,The Beatles,Savoy Truffle - Remastered 2009,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",174467,The Beatles - Savoy Truffle - Remastered 2009,25164,0.793,0.00814,0.623,0.544,0,0.309,11,0.134,-11.043,0,48,0.0536,120.761,5iyCSUM7zzficwaGo8GIoc
1970,1970,The Beatles,One After 909 - Remastered 2009,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",173960,The Beatles - One After 909 - Remastered 2009,25696,0.888,0.0307,0.554,0.828,0,0,4,0.907,-6.435,1,47,0.0739,90.95,50qHmeex1nPTyQTwBXjSE4
1960,1963,The Beatles,I Saw Her Standing There - Remastered 2009,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",173947,The Beatles - I Saw Her Standing There - Remastered 2009,23092,0.971,0.27,0.491,0.801,0,0,4,0.0665,-9.835,1,68,0.0361,160.109,3KiexfmhxHvG5IgAElmTkd
1960,1967,The Beatles,A Day In The Life - The Last Chord,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",173093,The Beatles - A Day In The Life - The Last Chord,24618,0.137,0.911,0.438,0.0124,0,6.71E-05,4,0.11,-23.34,1,24,0.0516,71.937,7G56y9gzIayhvmTqdlThXz
1970,1973,The Beatles,Octopus's Garden - Remastered 2009,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",172333,The Beatles - Octopus's Garden - Remastered 2009,26756,0.717,0.167,0.608,0.491,0,0.0000651,1,0.126,-9.455,0,37,0.0253,92.363,3eZxQIML98CXyZJ6hOBp1g
1960,1969,The Beatles,Octopus's Garden - Remastered 2009,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",170720,The Beatles - Octopus's Garden - Remastered 2009,25472,0.73,0.155,0.626,0.512,0,0.0000465,1,0.215,-9.15,0,61,0.0247,92.225,0suLngfo7rJoetk7Ub6N8l
1960,1967,The Beatles,Magical Mystery Tour - Remastered 2009,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",170107,The Beatles - Magical Mystery Tour - Remastered 2009,24803,0.338,0.0385,0.297,0.613,0,0.0000398,9,0.0734,-9.065,1,53,0.0931,170.962,0qHMhBZqYb99yhX9BHcIkV
1970,1973,The Beatles,Day Tripper - Remastered 2009,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",169613,The Beatles - Day Tripper - Remastered 2009,26755,0.698,0.117,0.641,0.722,0,0,6,0.19,-10.553,0,63,0.0297,137.732,3hNUYt4dMM9RhcWmty8oKF
1960,1963,The Beatles,Money (That's What I Want) - Remastered 2009,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",169507,The Beatles - Money (That's What I Want) - Remastered 2009,23337,0.923,0.425,0.545,0.853,0,0,11,0.266,-8.369,0,48,0.0394,128.816,3zw4FTrVNfy2teEkV9FOvh
1980,1988,The Beatles,Day Tripper - Remastered 2009,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",169147,The Beatles - Day Tripper - Remastered 2009,32209,0.729,0.104,0.643,0.723,0,0.00000123,6,0.274,-10.628,0,45,0.0299,137.698,7qbRP2jO0Sq3kTYdEW1v00
1970,1973,The Beatles,Magical Mystery Tour - Remastered 2009,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",169133,The Beatles - Magical Mystery Tour - Remastered 2009,26756,0.303,0.037,0.304,0.567,0,0.000035,9,0.0959,-10.481,1,38,0.0855,166.217,1Y9p3QkIMbd4R00BnOCY47
